Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
79851.0,-0.699148703022732,0.8664657195339641,2.02792406984543,-0.5271391457363039,0.183637386115462,-0.8180193853521429,0.898358960934973,-0.0833403944152765,-0.48126078578463705,-0.630174096915662,1.3533212755773798,-0.473510390152321,-2.0163885927263703,-0.0461392865186705,0.0413114508159489,0.7721398822183679,-0.388584434065483,0.43518257257078796,-0.460651604073261,-0.11615180470328,-0.24521584038423602,-0.774606910211511,-0.19885473415779698,0.43218858987494396,0.0731140782998747,-0.0423561941531243,-0.186386365604178,-0.16285481440568,1.98,0
28201.0,-0.446041731497954,0.701825586975469,1.9901157592489698,0.49826527058949605,0.4713339160501289,0.439736046380692,0.43861242069482403,-0.0154408845330375,-0.0859166466301108,-0.186482776026429,-1.7940639844477,-1.2518751837009898,-0.701060968087758,-0.0287494688185407,1.77092927331155,0.48209150056256705,-0.862586051689279,0.8696244740843101,0.9351308213576558,0.159436801996417,-0.142145475758778,-0.335017707232597,-0.38319357285087396,-1.05941332211183,0.279729497357076,-0.317482481605972,-0.0714128215185888,-0.14532143482139098,15.96,0
40765.0,-0.636142004810728,1.2842005158098502,0.39062181226946296,0.880326390574325,0.528913887325451,-0.946804519982043,0.701290526058823,0.13213743421828,-1.1605606088404399,-0.420588187759215,-0.8459026937178381,0.33392598658468897,0.8615736793983979,0.686929989645369,0.692232403055923,-0.39934698103616295,-0.0717869590937161,-0.0349890944230379,0.672786335085598,-0.0112532135083126,0.178378155884617,0.40917393985632894,-0.231665041323447,0.0728899833943779,-0.00339654425718933,-0.283301535965296,0.0370648938557867,0.0541888015614613,1.49,0
57565.0,-0.9137713183207941,1.4659869162649302,0.21358090361210302,1.62388526593384,-0.8661389474342479,-0.651110222627719,0.0462135353240985,0.5671087964401129,-0.883867854737591,-0.14186229069509698,-0.6639338085910539,0.220282926740066,0.34847253215980106,0.9289523731388379,1.5201419000468799,-0.412185798519801,0.46675461886760206,0.258019426274133,1.32457080342679,-0.16089924179623,0.256667647125164,0.5042340692445729,-0.0210000203822802,0.41922268716282,-0.333667361200188,-0.209423165903792,-0.3406927697066,-0.0557549776758603,58.72,0
131650.0,0.062950382804511,1.14165043497256,-1.3791259976091002,-0.430665182235191,0.790832093345002,-1.03876703519667,0.759302261798965,0.23464003242176604,-0.21914246943430105,-1.19769597382704,-1.15544833428128,-0.651418956074597,-1.05729435538483,-0.526368079057699,-0.342282672669544,0.42562264330023103,0.734141061961927,0.13459443323055803,-0.22954533843271502,-0.31133996399758695,-0.0917304562899456,-0.377418184964725,0.168807514160982,0.45523060594137393,-0.8275474885672021,0.17612570841370395,-0.0670174326829632,0.0558581876650692,12.26,0
58802.0,-0.675829184072477,0.126747378540743,1.79554603647486,-0.7471655624590129,-0.391406389384161,-0.501422501246637,0.038094278697151,0.134734068283177,0.3778370332596189,-0.5603253953339661,0.826331922639955,0.7347953780984271,-0.522732834938065,-0.254012845326153,-1.3092488607526,0.34710400223885307,-0.517385859652356,0.227439089372606,-0.272519430150542,-0.22633934075642897,0.245654265156513,0.8243572621689609,-0.0944494166809312,0.6382513320941329,-0.824574577277883,0.825222386193175,0.027127896093181,0.14408814536099698,29.95,0
83899.0,-1.23969020705425,1.86617708494933,-0.0737235817994889,1.1537427729297,-0.133864956248719,-1.22635183681971,0.0372906519074627,0.70134200142928,-0.8147490631654641,-0.913698868695641,-0.40778848678803004,-0.16545882748179802,-0.136282960208025,-0.475494741416907,1.12807785741474,0.3699997308325201,1.2573531634753101,0.815295791685635,0.18478657291854,-0.0913489377233791,0.124489489249017,0.22058006115853698,-0.15053410081688198,0.278147954303716,-0.184401935181464,-0.325079451470601,0.0824684813925394,0.0773775796795159,1.0,0
46941.0,1.11503188903924,-0.0201434004774511,0.4441346777462,0.425862691037767,-0.18043616503734697,0.24330498816331897,-0.281175844227687,0.296178198751795,-0.0153625016563886,0.051371206590155,1.70112595885391,0.501168298426475,-1.18459183677774,0.768681550668996,0.989561100119369,-0.0263405608246283,-0.0317163260276519,-0.7829940137712559,-0.5467975135829729,-0.219802983581837,-0.16104493858657998,-0.5165989223857561,0.19462861890181601,-0.32945960058299606,-0.00949789521463978,0.14023043793612802,-0.0100390124864744,0.000360242263195604,8.99,0
61215.0,0.533944936124166,-0.86962166189078,0.497404829507582,1.27081349973727,-0.5548970024801639,0.7279029910311771,-0.16757204344696303,0.313010162074167,0.050514595959479006,0.0046647740708842395,1.6065770987494201,0.735192550540808,-0.516249256088479,0.5462637824340529,1.10731483860593,0.10014643395723,-0.255624187113784,-0.0574227055530959,-1.16032087143895,0.35115177132679204,0.42903717418813103,0.665026617117008,-0.288484171842773,-0.268567877904266,0.25072817804477104,-0.23804290338142897,0.0156110550075588,0.0614693320526048,284.25,0
163448.0,-0.060135971464414004,1.00981060153157,-0.458449652332016,-0.4192654860592271,0.6375330647418119,-1.4148429427614497,0.921849349820004,-0.20695821108466397,0.294365122718353,-0.7819198343020741,-0.669564003937817,-0.856608330660022,-1.2788693578468602,-0.6856391598902789,0.676662981867888,0.20485685982287302,0.40565099332290394,0.6684525372697591,-0.706415678158226,-0.132922577021055,0.21964079231939498,0.758020689926168,-0.263379158153844,-0.117495308269185,0.0464726723353781,-0.15184840574976302,0.15301899002875,0.0801072877063835,5.87,0
